label,sample,height,del13C,del18O,lab,biozone,biozone label,reference,locality,geographic location,standard material,temperature during sample digestion ,reference,sample material,external repr. del13C,external repr. del18O,latitude,longitude
"Meishan B (Xie et al., 2007)",NA,916.3,-0.213287,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,918.516,-1.06177,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,937.352,-0.254079,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,947.324,-0.735431,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,956.188,-0.13986,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,963.944,-0.025641,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,972.808,0.24359,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,992.751,-0.148019,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1006.05,-0.0745921,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1024.88,0.00699301,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1027.1,-0.0501166,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1040.39,0.0314685,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1044.83,0.0722611,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1058.12,0.251748,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1065.88,-0.327506,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1085.82,0.659674,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1093.58,0.651515,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1109.09,0.782051,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1122.38,0.831002,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1130.14,0.537296,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1141.22,0.782051,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1153.41,0.798368,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1163.38,1.03497,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1181.11,0.89627,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1203.27,1.15734,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1213.24,0.969697,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1224.32,1.05128,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1244.26,0.757576,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1266.42,1.08392,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1285.26,1.1655,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1290.8,0.871795,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1322.93,1.11655,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1346.2,1.48368,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1361.71,1.42657,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1371.68,1.54895,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1461.43,1.82634,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1511.29,1.78555,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1561.15,1.98951,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,1591.06,2.08741,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",C. tulongensis/planata,J,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
